5000,5814806
6000,7724566
7000,6317122
8000,5868959
9000,6996699
10000,8620258
11000,10660253
12000,12457320
13000,14679862
14000,17206197
15000,19690407
16000,22343967
17000,25723673
18000,28529566
19000,31285990
20000,35612126
21000,39525178
22000,42756424
23000,46641218
24000,50711929
