5000	11748050
6000	16695957
7000	22730264
8000	29850576
9000	37500187
10000	46279132
11000	59212112
12000	66847685
13000	79243789
14000	91265113
15000	103855873
16000	118749186
17000	133529248
18000	150277480
19000	167074684
20000	184356942
21000	205343061
22000	223797232
23000	243123539
24000	267318609
